date,restaurant_id,restaurant_name,meal_type,day_of_week,is_weekend,is_holiday,month,temperature,rainfall,special_event,previous_day_sales,previous_week_avg_sales,avg_7day_sales,quantity_prepared,quantity_sold,quantity_wasted
2025-01-05,R4,Urban Tandoor,lunch,6,1,0,1,13.6,1.8,0,40,32.5,40.0,50,40,10
2025-01-05,R5,Campus Canteen,dinner,6,1,0,1,16.9,4.4,0,105,91.8,105.0,105,94,11
2025-01-05,R5,Campus Canteen,lunch,6,1,0,1,16.9,4.4,0,75,61.2,75.0,82,71,11
2025-01-06,R1,Spice Route Kitchen,dinner,0,0,0,1,17.6,0.1,0,65,62.2,65.0,68,55,13
2025-01-06,R1,Spice Route Kitchen,lunch,0,0,0,1,17.6,0.1,0,44,41.8,44.0,41,33,8
2025-01-06,R2,Green Leaf Cafe,dinner,0,0,0,1,13.4,0.0,0,45,40.4,45.0,34,30,4
2025-01-06,R2,Green Leaf Cafe,lunch,0,0,0,1,13.4,0.0,0,30,27.0,30.0,27,23,4
2025-01-06,R3,Coastal Kitchen,dinner,0,0,0,1,13.5,3.3,0,79,70.2,79.0,77,59,18
2025-01-06,R3,Coastal Kitchen,lunch,0,0,0,1,13.5,3.3,0,58,50.8,58.0,52,40,12
2025-01-06,R4,Urban Tandoor,dinner,0,0,0,1,14.5,2.2,1,58,49.2,58.0,67,57,10
2025-01-06,R4,Urban Tandoor,lunch,0,0,0,1,14.5,2.2,1,40,34.0,40.0,49,41,8
2025-01-06,R5,Campus Canteen,dinner,0,0,0,1,11.1,0.0,0,94,92.2,94.0,91,85,6
2025-01-06,R5,Campus Canteen,lunch,0,0,0,1,11.1,0.0,0,71,63.2,71.0,62,51,11
2025-01-07,R1,Spice Route Kitchen,dinner,1,0,0,1,14.1,1.1,0,55,61.0,55.0,65,52,13
2025-01-07,R1,Spice Route Kitchen,lunch,1,0,0,1,14.1,1.1,0,33,40.3,33.0,43,35,8
2025-01-07,R2,Green Leaf Cafe,dinner,1,0,0,1,14.0,0.0,0,30,38.7,30.0,36,33,3
2025-01-07,R2,Green Leaf Cafe,lunch,1,0,0,1,14.0,0.0,0,23,26.3,23.0,22,20,2
2025-01-07,R3,Coastal Kitchen,dinner,1,0,0,1,20.6,0.0,0,59,68.3,59.0,84,65,19
2025-01-07,R3,Coastal Kitchen,lunch,1,0,0,1,20.6,0.0,0,40,49.0,40.0,55,42,13
2025-01-07,R4,Urban Tandoor,dinner,1,0,0,1,18.9,0.0,0,57,50.5,57.0,43,39,4
2025-01-07,R4,Urban Tandoor,lunch,1,0,0,1,18.9,0.0,0,41,35.2,41.0,30,27,3
2025-01-07,R5,Campus Canteen,dinner,1,0,0,1,16.5,2.8,0,85,91.0,85.0,75,69,6
2025-01-07,R5,Campus Canteen,lunch,1,0,0,1,16.5,2.8,0,51,61.2,51.0,58,51,7
2025-01-08,R1,Spice Route Kitchen,dinner,2,0,0,1,15.6,1.3,0,52,59.7,59.7,62,52,10
2025-01-08,R1,Spice Route Kitchen,lunch,2,0,0,1,15.6,1.3,0,35,39.6,39.6,39,32,7
2025-01-08,R2,Green Leaf Cafe,dinner,2,0,0,1,15.2,3.6,0,33,37.9,37.9,37,33,4
2025-01-08,R2,Green Leaf Cafe,lunch,2,0,0,1,15.2,3.6,0,20,25.4,25.4,26,22,4
2025-01-08,R3,Coastal Kitchen,dinner,2,0,0,1,15.0,0.0,0,65,67.9,67.9,76,56,20
2025-01-08,R3,Coastal Kitchen,lunch,2,0,0,1,15.0,0.0,0,42,48.0,48.0,48,36,12
2025-01-08,R4,Urban Tandoor,dinner,2,0,0,1,16.8,0.0,0,39,48.9,48.9,47,41,6
2025-01-08,R4,Urban Tandoor,lunch,2,0,0,1,16.8,0.0,0,27,34.0,34.0,34,30,4
2025-01-08,R5,Campus Canteen,dinner,2,0,0,1,15.8,0.7,0,69,87.9,87.9,92,82,10
2025-01-08,R5,Campus Canteen,lunch,2,0,0,1,15.8,0.7,0,51,59.7,59.7,55,50,5
2025-01-09,R1,Spice Route Kitchen,dinner,3,0,0,1,15.0,4.9,0,52,60.1,60.1,66,54,12
2025-01-09,R1,Spice Route Kitchen,lunch,3,0,0,1,15.0,4.9,0,32,38.9,38.9,45,39,6
2025-01-09,R2,Green Leaf Cafe,dinner,3,0,0,1,17.9,0.0,0,33,37.7,37.7,42,36,6
2025-01-09,R2,Green Leaf Cafe,lunch,3,0,0,1,17.9,0.0,0,22,25.0,25.0,27,24,3
2025-01-09,R3,Coastal Kitchen,dinner,3,0,0,1,15.6,0.0,0,56,67.0,67.0,81,60,21
2025-01-09,R3,Coastal Kitchen,lunch,3,0,0,1,15.6,0.0,0,36,46.9,46.9,56,44,12
2025-01-09,R4,Urban Tandoor,dinner,3,0,0,1,14.7,8.1,0,41,49.1,49.1,44,37,7
2025-01-09,R4,Urban Tandoor,lunch,3,0,0,1,14.7,8.1,0,30,34.3,34.3,28,24,4
2025-01-09,R5,Campus Canteen,dinner,3,0,0,1,18.8,0.0,0,82,88.6,88.6,92,78,14
2025-01-09,R5,Campus Canteen,lunch,3,0,0,1,18.8,0.0,0,50,59.4,59.4,61,53,8
2025-01-10,R1,Spice Route Kitchen,dinner,4,0,0,1,16.8,2.5,0,54,59.9,59.9,84,69,15
2025-01-10,R1,Spice Route Kitchen,lunch,4,0,0,1,16.8,2.5,0,39,38.9,38.9,51,43,8
2025-01-10,R2,Green Leaf Cafe,dinner,4,0,0,1,17.6,0.0,0,36,38.0,38.0,46,39,7
2025-01-10,R2,Green Leaf Cafe,lunch,4,0,0,1,17.6,0.0,0,24,25.3,25.3,32,27,5
2025-01-10,R3,Coastal Kitchen,dinner,4,0,0,1,16.3,0.0,0,60,67.4,67.4,100,72,28
2025-01-10,R3,Coastal Kitchen,lunch,4,0,0,1,16.3,0.0,0,44,47.3,47.3,67,51,16
2025-01-10,R4,Urban Tandoor,dinner,4,0,0,1,14.7,2.0,0,37,48.0,48.0,58,48,10
2025-01-10,R4,Urban Tandoor,lunch,4,0,0,1,14.7,2.0,0,24,33.9,33.9,39,33,6
2025-01-10,R5,Campus Canteen,dinner,4,0,0,1,12.2,5.5,0,78,87.9,87.9,111,102,9
2025-01-10,R5,Campus Canteen,lunch,4,0,0,1,12.2,5.5,0,53,59.1,59.1,78,67,11
2025-01-11,R1,Spice Route Kitchen,dinner,5,1,0,1,13.1,0.0,0,69,60.4,60.4,93,77,16
2025-01-11,R1,Spice Route Kitchen,lunch,5,1,0,1,13.1,0.0,0,43,39.1,39.1,62,51,11
2025-01-11,R2,Green Leaf Cafe,dinner,5,1,0,1,16.6,0.0,0,39,37.9,37.9,59,51,8
2025-01-11,R2,Green Leaf Cafe,lunch,5,1,0,1,16.6,0.0,0,27,25.0,25.0,42,35,7
2025-01-11,R3,Coastal Kitchen,dinner,5,1,0,1,14.5,5.1,0,72,67.0,67.0,116,92,24
2025-01-11,R3,Coastal Kitchen,lunch,5,1,0,1,14.5,5.1,0,51,46.7,46.7,80,60,20
2025-01-11,R4,Urban Tandoor,dinner,5,1,0,1,15.6,0.0,0,48,48.1,48.1,72,58,14
2025-01-11,R4,Urban Tandoor,lunch,5,1,0,1,15.6,0.0,0,33,33.6,33.6,42,35,7
2025-01-11,R5,Campus Canteen,dinner,5,1,0,1,16.8,6.0,0,102,87.9,87.9,116,106,10
2025-01-11,R5,Campus Canteen,lunch,5,1,0,1,16.8,6.0,0,67,59.7,59.7,93,82,11
2025-01-12,R1,Spice Route Kitchen,dinner,6,1,0,1,16.0,2.3,0,77,60.6,60.6,81,67,14
2025-01-12,R1,Spice Route Kitchen,lunch,6,1,0,1,16.0,2.3,0,51,39.6,39.6,56,47,9
2025-01-12,R2,Green Leaf Cafe,dinner,6,1,0,1,12.4,0.0,1,51,38.1,38.1,68,58,10
2025-01-12,R2,Green Leaf Cafe,lunch,6,1,0,1,12.4,0.0,1,35,25.9,25.9,42,37,5
2025-01-12,R3,Coastal Kitchen,dinner,6,1,0,1,17.9,5.9,1,92,69.0,69.0,143,105,38
2025-01-12,R3,Coastal Kitchen,lunch,6,1,0,1,17.9,5.9,1,60,47.3,47.3,91,71,20
2025-01-12,R4,Urban Tandoor,dinner,6,1,0,1,17.8,0.0,0,58,48.3,48.3,71,60,11
2025-01-12,R4,Urban Tandoor,lunch,6,1,0,1,17.8,0.0,0,35,32.9,32.9,39,34,5
2025-01-12,R5,Campus Canteen,dinner,6,1,0,1,15.3,0.0,0,106,88.0,88.0,117,105,12
2025-01-12,R5,Campus Canteen,lunch,6,1,0,1,15.3,0.0,0,82,60.7,60.7,72,66,6
2025-01-13,R1,Spice Route Kitchen,dinner,0,0,0,1,13.4,1.9,0,67,60.9,60.9,67,54,13
2025-01-13,R1,Spice Route Kitchen,lunch,0,0,0,1,13.4,1.9,0,47,40.0,40.0,43,35,8
2025-01-13,R2,Green Leaf Cafe,dinner,0,0,0,1,12.9,0.0,0,58,40.0,40.0,38,32,6
2025-01-13,R2,Green Leaf Cafe,lunch,0,0,0,1,12.9,0.0,0,37,26.9,26.9,24,21,3
2025-01-13,R3,Coastal Kitchen,dinner,0,0,0,1,13.8,0.0,0,105,72.7,72.7,77,59,18
2025-01-13,R3,Coastal Kitchen,lunch,0,0,0,1,13.8,0.0,0,71,49.1,49.1,58,42,16
2025-01-13,R4,Urban Tandoor,dinner,0,0,0,1,17.6,0.0,0,60,48.6,48.6,48,42,6
2025-01-13,R4,Urban Tandoor,lunch,0,0,0,1,17.6,0.0,0,34,32.0,32.0,34,28,6
2025-01-13,R5,Campus Canteen,dinner,0,0,0,1,14.5,0.0,0,105,89.6,89.6,87,78,9
2025-01-13,R5,Campus Canteen,lunch,0,0,0,1,14.5,0.0,0,66,60.0,60.0,57,52,5
2025-01-14,R1,Spice Route Kitchen,dinner,1,0,0,1,15.6,0.0,0,54,60.7,60.7,56,47,9
2025-01-14,R1,Spice Route Kitchen,lunch,1,0,0,1,15.6,0.0,0,35,40.3,40.3,36,31,5
2025-01-14,R2,Green Leaf Cafe,dinner,1,0,0,1,18.0,2.6,0,32,40.3,40.3,36,31,5
2025-01-14,R2,Green Leaf Cafe,lunch,1,0,0,1,18.0,2.6,0,21,26.6,26.6,24,20,4
2025-01-14,R3,Coastal Kitchen,dinner,1,0,0,1,14.5,0.8,0,59,72.7,72.7,76,59,17
2025-01-14,R3,Coastal Kitchen,lunch,1,0,0,1,14.5,0.8,0,42,49.4,49.4,54,41,13
2025-01-14,R4,Urban Tandoor,dinner,1,0,0,1,19.1,0.0,0,42,46.4,46.4,48,41,7
2025-01-14,R4,Urban Tandoor,lunch,1,0,0,1,19.1,0.0,0,28,30.1,30.1,27,22,5
2025-01-14,R5,Campus Canteen,dinner,1,0,0,1,13.6,0.0,0,78,88.6,88.6,86,79,7
2025-01-14,R5,Campus Canteen,lunch,1,0,0,1,13.6,0.0,0,52,60.1,60.1,58,52,6
2025-01-15,R1,Spice Route Kitchen,dinner,2,0,0,1,16.7,0.0,0,47,60.0,60.0,66,55,11
2025-01-15,R1,Spice Route Kitchen,lunch,2,0,0,1,16.7,0.0,0,31,39.7,39.7,46,38,8
2025-01-15,R2,Green Leaf Cafe,dinner,2,0,0,1,16.4,1.9,0,31,40.0,40.0,41,35,6
2025-01-15,R2,Green Leaf Cafe,lunch,2,0,0,1,16.4,1.9,0,20,26.6,26.6,23,21,2
2025-01-15,R3,Coastal Kitchen,dinner,2,0,0,1,14.1,2.6,0,59,71.9,71.9,83,67,16
2025-01-15,R3,Coastal Kitchen,lunch,2,0,0,1,14.1,2.6,0,41,49.3,49.3,58,42,16
2025-01-15,R4,Urban Tandoor,dinner,2,0,0,1,15.1,0.0,0,41,46.7,46.7,50,41,9
2025-01-15,R4,Urban Tandoor,lunch,2,0,0,1,15.1,0.0,0,22,29.4,29.4,34,29,5
2025-01-15,R5,Campus Canteen,dinner,2,0,0,1,14.0,0.0,0,79,90.0,90.0,95,85,10
2025-01-15,R5,Campus Canteen,lunch,2,0,0,1,14.0,0.0,0,52,60.3,60.3,58,53,5
2025-01-16,R1,Spice Route Kitchen,dinner,3,0,0,1,15.6,0.0,0,55,60.4,60.4,70,57,13
2025-01-16,R1,Spice Route Kitchen,lunch,3,0,0,1,15.6,0.0,0,38,40.6,40.6,45,39,6
2025-01-16,R2,Green Leaf Cafe,dinner,3,0,0,1,18.3,0.3,0,35,40.3,40.3,40,36,4
2025-01-16,R2,Green Leaf Cafe,lunch,3,0,0,1,18.3,0.3,0,21,26.4,26.4,28,25,3
2025-01-16,R3,Coastal Kitchen,dinner,3,0,0,1,14.9,1.7,0,67,73.4,73.4,88,64,24
2025-01-16,R3,Coastal Kitchen,lunch,3,0,0,1,14.9,1.7,0,42,50.1,50.1,51,39,12
2025-01-16,R4,Urban Tandoor,dinner,3,0,0,1,15.8,0.0,0,41,46.7,46.7,45,40,5
2025-01-16,R4,Urban Tandoor,lunch,3,0,0,1,15.8,0.0,0,29,29.3,29.3,32,27,5
2025-01-16,R5,Campus Canteen,dinner,3,0,0,1,20.4,0.0,0,85,90.4,90.4,94,78,16
2025-01-16,R5,Campus Canteen,lunch,3,0,0,1,20.4,0.0,0,53,60.7,60.7,60,54,6
2025-01-17,R1,Spice Route Kitchen,dinner,4,0,0,1,14.9,0.0,0,57,60.9,60.9,84,66,18
2025-01-17,R1,Spice Route Kitchen,lunch,4,0,0,1,14.9,0.0,0,39,40.6,40.6,52,42,10
2025-01-17,R2,Green Leaf Cafe,dinner,4,0,0,1,19.3,0.0,0,36,40.3,40.3,51,42,9
2025-01-17,R2,Green Leaf Cafe,lunch,4,0,0,1,19.3,0.0,0,25,26.6,26.6,31,28,3
2025-01-17,R3,Coastal Kitchen,dinner,4,0,0,1,15.5,3.9,0,64,74.0,74.0,102,81,21
2025-01-17,R3,Coastal Kitchen,lunch,4,0,0,1,15.5,3.9,0,39,49.4,49.4,63,47,16
2025-01-17,R4,Urban Tandoor,dinner,4,0,0,1,12.0,0.0,0,40,47.1,47.1,71,59,12
2025-01-17,R4,Urban Tandoor,lunch,4,0,0,1,12.0,0.0,0,27,29.7,29.7,41,34,7
2025-01-17,R5,Campus Canteen,dinner,4,0,0,1,16.7,1.8,0,78,90.4,90.4,94,87,7
2025-01-17,R5,Campus Canteen,lunch,4,0,0,1,16.7,1.8,0,54,60.9,60.9,72,62,10
2025-01-18,R1,Spice Route Kitchen,dinner,5,1,0,1,15.7,0.0,0,66,60.4,60.4,96,78,18
2025-01-18,R1,Spice Route Kitchen,lunch,5,1,0,1,15.7,0.0,0,42,40.4,40.4,64,50,14
2025-01-18,R2,Green Leaf Cafe,dinner,5,1,0,1,15.2,1.6,0,42,40.7,40.7,53,45,8
2025-01-18,R2,Green Leaf Cafe,lunch,5,1,0,1,15.2,1.6,0,28,26.7,26.7,35,31,4
2025-01-18,R3,Coastal Kitchen,dinner,5,1,0,1,16.2,0.0,0,81,75.3,75.3,106,85,21
2025-01-18,R3,Coastal Kitchen,lunch,5,1,0,1,16.2,0.0,0,47,48.9,48.9,77,60,17
2025-01-18,R4,Urban Tandoor,dinner,5,1,0,1,14.6,0.0,0,59,48.7,48.7,75,62,13
2025-01-18,R4,Urban Tandoor,lunch,5,1,0,1,14.6,0.0,0,34,29.9,29.9,44,38,6
2025-01-18,R5,Campus Canteen,dinner,5,1,0,1,15.6,4.5,0,87,88.3,88.3,126,118,8
2025-01-18,R5,Campus Canteen,lunch,5,1,0,1,15.6,4.5,0,62,60.1,60.1,84,75,9
2025-01-19,R1,Spice Route Kitchen,dinner,6,1,0,1,19.1,0.0,0,78,60.6,60.6,78,63,15
2025-01-19,R1,Spice Route Kitchen,lunch,6,1,0,1,19.1,0.0,0,50,40.3,40.3,52,43,9
2025-01-19,R2,Green Leaf Cafe,dinner,6,1,0,1,15.6,0.0,0,45,39.9,39.9,49,46,3
2025-01-19,R2,Green Leaf Cafe,lunch,6,1,0,1,15.6,0.0,0,31,26.1,26.1,28,25,3
2025-01-19,R3,Coastal Kitchen,dinner,6,1,0,1,14.9,5.7,0,85,74.3,74.3,90,72,18
2025-01-19,R3,Coastal Kitchen,lunch,6,1,0,1,14.9,5.7,0,60,48.9,48.9,64,50,14
2025-01-19,R4,Urban Tandoor,dinner,6,1,0,1,12.9,0.0,0,62,49.3,49.3,73,63,10
2025-01-19,R4,Urban Tandoor,lunch,6,1,0,1,12.9,0.0,0,38,30.3,30.3,46,37,9
2025-01-19,R5,Campus Canteen,dinner,6,1,0,1,17.7,0.0,0,118,90.0,90.0,109,100,9
2025-01-19,R5,Campus Canteen,lunch,6,1,0,1,17.7,0.0,0,75,59.1,59.1,72,64,8
2025-01-20,R1,Spice Route Kitchen,dinner,0,0,0,1,15.9,0.0,0,63,60.0,60.0,78,59,19
2025-01-20,R1,Spice Route Kitchen,lunch,0,0,0,1,15.9,0.0,0,43,39.7,39.7,45,36,9
2025-01-20,R2,Green Leaf Cafe,dinner,0,0,0,1,14.8,0.0,0,46,38.1,38.1,40,36,4
2025-01-20,R2,Green Leaf Cafe,lunch,0,0,0,1,14.8,0.0,0,25,24.4,24.4,26,23,3
2025-01-20,R3,Coastal Kitchen,dinner,0,0,0,1,19.0,0.0,0,72,69.6,69.6,75,63,12
2025-01-20,R3,Coastal Kitchen,lunch,0,0,0,1,19.0,0.0,0,50,45.9,45.9,52,40,12
2025-01-20,R4,Urban Tandoor,dinner,0,0,0,1,15.5,2.2,0,63,49.7,49.7,41,35,6
2025-01-20,R4,Urban Tandoor,lunch,0,0,0,1,15.5,2.2,0,37,30.7,30.7,32,27,5
2025-01-20,R5,Campus Canteen,dinner,0,0,0,1,13.7,0.0,0,100,89.3,89.3,76,69,7
2025-01-20,R5,Campus Canteen,lunch,0,0,0,1,13.7,0.0,0,64,58.9,58.9,55,49,6
2025-01-21,R1,Spice Route Kitchen,dinner,1,0,0,1,17.2,0.0,0,59,60.7,60.7,60,50,10
2025-01-21,R1,Spice Route Kitchen,lunch,1,0,0,1,17.2,0.0,0,36,39.9,39.9,41,35,6
2025-01-21,R2,Green Leaf Cafe,dinner,1,0,0,1,18.4,0.0,0,36,38.7,38.7,37,32,5
2025-01-21,R2,Green Leaf Cafe,lunch,1,0,0,1,18.4,0.0,0,23,24.7,24.7,23,21,2
2025-01-21,R3,Coastal Kitchen,dinner,1,0,0,1,16.8,0.3,0,63,70.1,70.1,82,64,18
2025-01-21,R3,Coastal Kitchen,lunch,1,0,0,1,16.8,0.3,0,40,45.6,45.6,53,42,11
2025-01-21,R4,Urban Tandoor,dinner,1,0,0,1,16.0,4.2,0,35,48.7,48.7,40,35,5
2025-01-21,R4,Urban Tandoor,lunch,1,0,0,1,16.0,4.2,0,27,30.6,30.6,29,25,4
2025-01-21,R5,Campus Canteen,dinner,1,0,0,1,18.4,2.5,0,69,88.0,88.0,84,72,12
2025-01-21,R5,Campus Canteen,lunch,1,0,0,1,18.4,2.5,0,49,58.4,58.4,57,51,6
2025-01-22,R1,Spice Route Kitchen,dinner,2,0,0,1,16.2,3.6,0,50,61.1,61.1,57,48,9
2025-01-22,R1,Spice Route Kitchen,lunch,2,0,0,1,16.2,3.6,0,35,40.4,40.4,41,35,6
2025-01-22,R2,Green Leaf Cafe,dinner,2,0,0,1,15.5,2.1,0,32,38.9,38.9,38,33,5
2025-01-22,R2,Green Leaf Cafe,lunch,2,0,0,1,15.5,2.1,0,21,24.9,24.9,27,23,4
2025-01-22,R3,Coastal Kitchen,dinner,2,0,0,1,14.7,1.0,1,64,70.9,70.9,112,84,28
2025-01-22,R3,Coastal Kitchen,lunch,2,0,0,1,14.7,1.0,1,42,45.7,45.7,79,60,19
2025-01-22,R4,Urban Tandoor,dinner,2,0,0,1,17.7,0.0,0,35,47.9,47.9,49,41,8
2025-01-22,R4,Urban Tandoor,lunch,2,0,0,1,17.7,0.0,0,25,31.0,31.0,29,25,4
2025-01-22,R5,Campus Canteen,dinner,2,0,0,1,20.6,0.9,0,72,87.0,87.0,83,75,8
2025-01-22,R5,Campus Canteen,lunch,2,0,0,1,20.6,0.9,0,51,58.3,58.3,54,50,4
2025-01-23,R1,Spice Route Kitchen,dinner,3,0,0,1,16.5,5.7,0,48,60.1,60.1,61,51,10
2025-01-23,R1,Spice Route Kitchen,lunch,3,0,0,1,16.5,5.7,0,35,40.0,40.0,47,39,8
2025-01-23,R2,Green Leaf Cafe,dinner,3,0,0,1,16.9,2.1,0,33,38.6,38.6,48,41,7
2025-01-23,R2,Green Leaf Cafe,lunch,3,0,0,1,16.9,2.1,0,23,25.1,25.1,29,25,4
2025-01-23,R3,Coastal Kitchen,dinner,3,0,0,1,18.7,2.8,0,84,73.3,73.3,89,69,20
2025-01-23,R3,Coastal Kitchen,lunch,3,0,0,1,18.7,2.8,0,60,48.3,48.3,58,44,14
2025-01-23,R4,Urban Tandoor,dinner,3,0,0,1,17.9,2.3,0,41,47.9,47.9,47,41,6
2025-01-23,R4,Urban Tandoor,lunch,3,0,0,1,17.9,2.3,0,25,30.4,30.4,35,28,7
2025-01-23,R5,Campus Canteen,dinner,3,0,0,1,21.2,0.0,0,75,85.6,85.6,95,86,9
2025-01-23,R5,Campus Canteen,lunch,3,0,0,1,21.2,0.0,0,50,57.9,57.9,60,51,9
2025-01-24,R1,Spice Route Kitchen,dinner,4,0,0,1,15.2,6.8,0,51,59.3,59.3,85,69,16
2025-01-24,R1,Spice Route Kitchen,lunch,4,0,0,1,15.2,6.8,0,39,40.0,40.0,54,46,8
2025-01-24,R2,Green Leaf Cafe,dinner,4,0,0,1,17.6,2.5,0,41,39.3,39.3,49,43,6
2025-01-24,R2,Green Leaf Cafe,lunch,4,0,0,1,17.6,2.5,0,25,25.1,25.1,30,27,3
2025-01-24,R3,Coastal Kitchen,dinner,4,0,0,1,16.7,5.6,0,69,74.0,74.0,110,83,27
2025-01-24,R3,Coastal Kitchen,lunch,4,0,0,1,16.7,5.6,0,44,49.0,49.0,65,51,14
2025-01-24,R4,Urban Tandoor,dinner,4,0,0,1,18.2,0.0,0,41,48.0,48.0,61,52,9
2025-01-24,R4,Urban Tandoor,lunch,4,0,0,1,18.2,0.0,0,28,30.6,30.6,42,35,7
